country,continent,year,lifeExp,pop,gdpPercap,iso_alpha,iso_num
Ethiopia,Africa,1967,42.115,27860297,516.119,ETH,231
Gabon,Africa,1967,44.598,489004,8358.762,GAB,266
Gambia,Africa,1967,35.857,439593,734.783,GMB,270
Ghana,Africa,1967,48.072,8490213,1125.697,GHA,288
Guinea,Africa,1967,37.197,3451418,708.76,GIN,324
Guinea-Bissau,Africa,1967,35.492,601287,715.581,GNB,624
Kenya,Africa,1967,50.654,10191512,1056.736,KEN,404
Lesotho,Africa,1967,48.492,996380,498.639,LSO,426
Liberia,Africa,1967,41.536,1279406,713.604,LBR,430
Libya,Africa,1967,50.227,1759224,18772.752,LBY,434
Madagascar,Africa,1967,42.881,6334556,1634.047,MDG,450
Malawi,Africa,1967,39.487,4147252,495.515,MWI,454
Mali,Africa,1967,38.487,5212416,545.01,MLI,466
Mauritania,Africa,1967,46.289,1230542,1421.145,MRT,478
Mauritius,Africa,1967,61.557,789309,2475.388,MUS,480
Morocco,Africa,1967,50.335,14770296,1711.045,MAR,504
Mozambique,Africa,1967,38.113,8680909,566.669,MOZ,508
Namibia,Africa,1967,51.159,706640,3793.695,NAM,516
Niger,Africa,1967,40.118,4534062,1054.385,NER,562
Nigeria,Africa,1967,41.04,47287752,1014.514,NGA,566
Reunion,Africa,1967,60.542,414024,4021.176,REU,638
Rwanda,Africa,1967,44.1,3451079,510.964,RWA,646
Sao Tome and Principe,Africa,1967,54.425,70787,1384.841,STP,678
Senegal,Africa,1967,43.563,3965841,1612.405,SEN,686
Sierra Leone,Africa,1967,34.113,2662190,1206.043,SLE,694
Somalia,Africa,1967,38.977,3428839,1284.733,SOM,706
South Africa,Africa,1967,51.927,20997321,7114.478,ZAF,710
Sudan,Africa,1967,42.858,12716129,1687.998,SDN,736
Swaziland,Africa,1967,46.633,420690,2613.102,SWZ,748
Tanzania,Africa,1967,45.757,12607312,848.219,TZA,834
Togo,Africa,1967,46.769,1735550,1477.597,TGO,768
Tunisia,Africa,1967,52.053,4786986,1932.36,TUN,788
Uganda,Africa,1967,48.051,8900294,908.919,UGA,800
Zambia,Africa,1967,47.768,3900000,1777.077,ZMB,894
Zimbabwe,Africa,1967,53.995,4995432,569.795,ZWE,716
Argentina,Americas,1967,65.634,22934225,8052.953,ARG,32
Bolivia,Americas,1967,45.032,4040665,2586.886,BOL,68
Brazil,Americas,1967,57.632,88049823,3429.864,BRA,76
Canada,Americas,1967,72.13,20819767,16076.588,CAN,124
Chile,Americas,1967,60.523,8858908,5106.654,CHL,152
Colombia,Americas,1967,59.963,19764027,2678.73,COL,170
Costa Rica,Americas,1967,65.424,1588717,4161.728,CRI,188
Cuba,Americas,1967,68.29,8139332,5690.268,CUB,192
Dominican Republic,Americas,1967,56.751,4049146,1653.723,DOM,214
Ecuador,Americas,1967,56.678,5432424,4579.074,ECU,218
El Salvador,Americas,1967,55.855,3232927,4358.595,SLV,222
Guatemala,Americas,1967,50.016,4690773,3242.531,GTM,320
Haiti,Americas,1967,46.243,4318137,1452.058,HTI,332
Honduras,Americas,1967,50.924,2500689,2538.269,HND,340
Jamaica,Americas,1967,67.51,1861096,6124.703,JAM,388
Mexico,Americas,1967,60.11,47995559,5754.734,MEX,484
Nicaragua,Americas,1967,51.884,1865490,4643.394,NIC,558
Panama,Americas,1967,64.071,1405486,4421.009,PAN,591
Paraguay,Americas,1967,64.951,2287985,2299.376,PRY,600
Peru,Americas,1967,51.445,12132200,5788.093,PER,604
Puerto Rico,Americas,1967,71.1,2648961,6929.278,PRI,630
Trinidad and Tobago,Americas,1967,65.4,960155,5621.368,TTO,780
United States,Americas,1967,70.76,198712000,19530.366,USA,840
Uruguay,Americas,1967,68.468,2748579,5444.62,URY,858
Venezuela,Americas,1967,63.479,9709552,9541.474,VEN,862
Afghanistan,Asia,1967,34.02,11537966,836.197,AFG,4
Bahrain,Asia,1967,59.923,202182,14804.673,BHR,48
Bangladesh,Asia,1967,43.453,62821884,721.186,BGD,50
Cambodia,Asia,1967,45.415,6960067,523.432,KHM,116
China,Asia,1967,58.381,754550000,612.706,CHN,156
"Hong Kong, China",Asia,1967,70.0,3722800,6197.963,HKG,344
India,Asia,1967,47.193,506000000,700.771,IND,356
Indonesia,Asia,1967,45.964,109343000,762.432,IDN,360
Iran,Asia,1967,52.469,26538000,5906.732,IRN,364
Iraq,Asia,1967,54.459,8519282,8931.46,IRQ,368
Israel,Asia,1967,70.75,2693585,8393.741,ISR,376
Japan,Asia,1967,71.43,100825279,9847.789,JPN,392
Jordan,Asia,1967,51.629,1255058,2741.796,JOR,400
"Korea, Dem. Rep.",Asia,1967,59.942,12617009,2143.541,KOR,410
"Korea, Rep.",Asia,1967,57.716,30131000,2029.228,KOR,410
Kuwait,Asia,1967,64.624,575003,80894.883,KWT,414
Lebanon,Asia,1967,63.87,2186894,6006.983,LBN,422
Malaysia,Asia,1967,59.371,10154878,2277.742,MYS,458
Mongolia,Asia,1967,51.253,1149500,1226.041,MNG,496
Myanmar,Asia,1967,49.379,25870271,349.0,MMR,104
Nepal,Asia,1967,41.472,11261690,676.442,NPL,524
Oman,Asia,1967,46.988,714775,4720.943,OMN,512
Pakistan,Asia,1967,49.8,60641899,942.408,PAK,586
Philippines,Asia,1967,56.393,35356600,1814.127,PHL,608
Saudi Arabia,Asia,1967,49.901,5618198,16903.049,SAU,682
Singapore,Asia,1967,67.946,1977600,4977.419,SGP,702
Sri Lanka,Asia,1967,64.266,11737396,1135.514,LKA,144
Syria,Asia,1967,53.655,5680812,1881.924,SYR,760
Taiwan,Asia,1967,67.5,13648692,2643.859,TWN,158
Thailand,Asia,1967,58.285,34024249,1295.461,THA,764
Vietnam,Asia,1967,47.838,39463910,637.123,VNM,704
West Bank and Gaza,Asia,1967,51.631,1142636,2649.715,PSE,275
"Yemen, Rep.",Asia,1967,36.984,6740785,862.442,YEM,887
Albania,Europe,1967,66.22,1984060,2760.197,ALB,8
Austria,Europe,1967,70.14,7376998,12834.602,AUT,40
Belgium,Europe,1967,70.94,9556500,13149.041,BEL,56
Bosnia and Herzegovina,Europe,1967,64.79,3585000,2172.352,BIH,70
Bulgaria,Europe,1967,70.42,8310226,5577.003,BGR,100
Croatia,Europe,1967,68.5,4174366,6960.298,HRV,191
Czech Republic,Europe,1967,70.38,9835109,11399.445,CZE,203
Denmark,Europe,1967,72.96,4838800,15937.211,DNK,208
Finland,Europe,1967,69.83,4605744,10921.636,FIN,246
France,Europe,1967,71.55,49569000,12999.918,FRA,250
Germany,Europe,1967,70.8,76368453,14745.626,DEU,276
Greece,Europe,1967,71.0,8716441,8513.097,GRC,300
Hungary,Europe,1967,69.5,10223422,9326.645,HUN,348
Iceland,Europe,1967,73.73,198676,13319.896,ISL,352
Ireland,Europe,1967,71.08,2900100,7655.569,IRL,372
Italy,Europe,1967,71.06,52667100,10022.401,ITA,380
Montenegro,Europe,1967,67.178,501035,5907.851,MNE,499
Netherlands,Europe,1967,73.82,12596822,15363.251,NLD,528
Norway,Europe,1967,74.08,3786019,16361.876,NOR,578
Poland,Europe,1967,69.61,31785378,6557.153,POL,616
Portugal,Europe,1967,66.6,9103000,6361.518,PRT,620
Romania,Europe,1967,66.8,19284814,6470.867,ROU,642
Serbia,Europe,1967,66.914,7971222,7991.707,SRB,688
Slovak Republic,Europe,1967,70.98,4442238,8412.902,SVK,703
Slovenia,Europe,1967,69.18,1646912,9405.489,SVN,705
Spain,Europe,1967,71.44,32850275,7993.512,ESP,724
Sweden,Europe,1967,74.16,7867931,15258.297,SWE,752
Switzerland,Europe,1967,72.77,6063000,22966.144,CHE,756
Turkey,Europe,1967,54.336,33411317,2826.356,TUR,792
United Kingdom,Europe,1967,71.36,54959000,14142.851,GBR,826
Australia,Oceania,1967,71.1,11872264,14526.125,AUS,36
New Zealand,Oceania,1967,71.52,2728150,14463.919,NZL,554
Algeria,Africa,1972,54.518,14760787,4182.664,DZA,12
Angola,Africa,1972,37.928,5894858,5473.288,AGO,24
Benin,Africa,1972,47.014,2761407,1085.797,BEN,204
Botswana,Africa,1972,56.024,619351,2263.611,BWA,72
Burkina Faso,Africa,1972,43.591,5433886,854.736,BFA,854
Burundi,Africa,1972,44.057,3529983,464.1,BDI,108
Cameroon,Africa,1972,47.049,7021028,1684.147,CMR,120
Central African Republic,Africa,1972,43.457,1927260,1070.013,CAF,140
Chad,Africa,1972,45.569,3899068,1104.104,TCD,148
Comoros,Africa,1972,48.944,250027,1937.578,COM,174
"Congo, Dem. Rep.",Africa,1972,45.989,23007669,904.896,COD,180
"Congo, Rep.",Africa,1972,54.907,1340458,3213.153,COG,178
Cote d'Ivoire,Africa,1972,49.801,6071696,2378.201,CIV,384
Djibouti,Africa,1972,44.366,178848,3694.212,DJI,262
Egypt,Africa,1972,51.137,34807417,2024.008,EGY,818
Equatorial Guinea,Africa,1972,40.516,277603,672.412,GNQ,226
Eritrea,Africa,1972,44.142,2260187,514.324,ERI,232
Ethiopia,Africa,1972,43.515,30770372,566.244,ETH,231
Gabon,Africa,1972,48.69,537977,11401.948,GAB,266
Gambia,Africa,1972,38.308,517101,756.087,GMB,270
Ghana,Africa,1972,49.875,9354120,1178.224,GHA,288
Guinea,Africa,1972,38.842,3811387,741.666,GIN,324
Guinea-Bissau,Africa,1972,36.486,625361,820.225,GNB,624
Kenya,Africa,1972,53.559,12044785,1222.36,KEN,404
Lesotho,Africa,1972,49.767,1116779,496.582,LSO,426
Liberia,Africa,1972,42.614,1482628,803.005,LBR,430
Libya,Africa,1972,52.773,2183877,21011.497,LBY,434
Madagascar,Africa,1972,44.851,7082430,1748.563,MDG,450
Malawi,Africa,1972,41.766,4730997,584.622,MWI,454
Mali,Africa,1972,39.977,5828158,581.369,MLI,466
Mauritania,Africa,1972,48.437,1332786,1586.852,MRT,478
Mauritius,Africa,1972,62.944,851334,2575.484,MUS,480
Morocco,Africa,1972,52.862,16660670,1930.195,MAR,504
Mozambique,Africa,1972,40.328,9809596,724.918,MOZ,508
Namibia,Africa,1972,53.867,821782,3746.081,NAM,516
Niger,Africa,1972,40.546,5060262,954.209,NER,562
Nigeria,Africa,1972,42.821,53740085,1698.389,NGA,566
Reunion,Africa,1972,64.274,461633,5047.659,REU,638
Rwanda,Africa,1972,44.6,3992121,590.581,RWA,646
Sao Tome and Principe,Africa,1972,56.48,76595,1532.985,STP,678
Senegal,Africa,1972,45.815,4588696,1597.712,SEN,686
Sierra Leone,Africa,1972,35.4,2879013,1353.76,SLE,694
Somalia,Africa,1972,40.973,3840161,1254.576,SOM,706
South Africa,Africa,1972,53.696,23935810,7765.963,ZAF,710
Sudan,Africa,1972,45.083,14597019,1659.653,SDN,736
Swaziland,Africa,1972,49.552,480105,3364.837,SWZ,748
Tanzania,Africa,1972,47.62,14706593,915.985,TZA,834
Togo,Africa,1972,49.759,2056351,1649.66,TGO,768
Tunisia,Africa,1972,55.602,5303507,2753.286,TUN,788
Uganda,Africa,1972,51.016,10190285,950.736,UGA,800
Zambia,Africa,1972,50.107,4506497,1773.498,ZMB,894
Zimbabwe,Africa,1972,55.635,5861135,799.362,ZWE,716
Argentina,Americas,1972,67.065,24779799,9443.039,ARG,32
Bolivia,Americas,1972,46.714,4565872,2980.331,BOL,68
Brazil,Americas,1972,59.504,100840058,4985.711,BRA,76
Canada,Americas,1972,72.88,22284500,18970.571,CAN,124
Chile,Americas,1972,63.441,9717524,5494.024,CHL,152
Colombia,Americas,1972,61.623,22542890,3264.66,COL,170
Costa Rica,Americas,1972,67.849,1834796,5118.147,CRI,188
Cuba,Americas,1972,70.723,8831348,5305.445,CUB,192
Dominican Republic,Americas,1972,59.631,4671329,2189.874,DOM,214
Ecuador,Americas,1972,58.796,6298651,5280.995,ECU,218
El Salvador,Americas,1972,58.207,3790903,4520.246,SLV,222
Guatemala,Americas,1972,53.738,5149581,4031.408,GTM,320
Haiti,Americas,1972,48.042,4698301,1654.457,HTI,332
Honduras,Americas,1972,53.884,2965146,2529.842,HND,340
Jamaica,Americas,1972,69.0,1997616,7433.889,JAM,388
Mexico,Americas,1972,62.361,55984294,6809.407,MEX,484
Nicaragua,Americas,1972,55.151,2182908,4688.593,NIC,558
Panama,Americas,1972,66.216,1616384,5364.25,PAN,591
Paraguay,Americas,1972,65.815,2614104,2523.338,PRY,600
Peru,Americas,1972,55.448,13954700,5937.827,PER,604
Puerto Rico,Americas,1972,72.16,2847132,9123.042,PRI,630
Trinidad and Tobago,Americas,1972,65.9,975199,6619.551,TTO,780
United States,Americas,1972,71.34,209896000,21806.036,USA,840
Uruguay,Americas,1972,68.673,2829526,5703.409,URY,858
Venezuela,Americas,1972,65.712,11515649,10505.26,VEN,862
Afghanistan,Asia,1972,36.088,13079460,739.981,AFG,4
Bahrain,Asia,1972,63.3,230800,18268.658,BHR,48
Bangladesh,Asia,1972,45.252,70759295,630.234,BGD,50
Cambodia,Asia,1972,40.317,7450606,421.624,KHM,116
China,Asia,1972,63.119,862030000,676.9,CHN,156
"Hong Kong, China",Asia,1972,72.0,4115700,8315.928,HKG,344
India,Asia,1972,50.651,567000000,724.033,IND,356
Indonesia,Asia,1972,49.203,121282000,1111.108,IDN,360
Iran,Asia,1972,55.234,30614000,9613.819,IRN,364
Iraq,Asia,1972,56.95,10061506,9576.038,IRQ,368
Israel,Asia,1972,71.63,3095893,12786.932,ISR,376
Japan,Asia,1972,73.42,107188273,14778.786,JPN,392
Jordan,Asia,1972,56.528,1613551,2110.856,JOR,400
"Korea, Dem. Rep.",Asia,1972,63.983,14781241,3701.622,KOR,410
"Korea, Rep.",Asia,1972,62.612,33505000,3030.877,KOR,410
Kuwait,Asia,1972,67.712,841934,109347.867,KWT,414
Lebanon,Asia,1972,65.421,2680018,7486.384,LBN,422
Malaysia,Asia,1972,63.01,11441462,2849.095,MYS,458
Mongolia,Asia,1972,53.754,1320500,1421.742,MNG,496
Myanmar,Asia,1972,53.07,28466390,357.0,MMR,104
Nepal,Asia,1972,43.971,12412593,674.788,NPL,524
Oman,Asia,1972,52.143,829050,10618.039,OMN,512
Pakistan,Asia,1972,51.929,69325921,1049.939,PAK,586
Philippines,Asia,1972,58.065,40850141,1989.374,PHL,608
Saudi Arabia,Asia,1972,53.886,6472756,24837.429,SAU,682
Singapore,Asia,1972,69.521,2152400,8597.756,SGP,702
Sri Lanka,Asia,1972,65.042,13016733,1213.396,LKA,144
Syria,Asia,1972,57.296,6701172,2571.423,SYR,760
Taiwan,Asia,1972,69.39,15226039,4062.524,TWN,158
Thailand,Asia,1972,60.405,39276153,1524.359,THA,764
Vietnam,Asia,1972,50.254,44655014,699.502,VNM,704
West Bank and Gaza,Asia,1972,56.532,1089572,3133.409,PSE,275
"Yemen, Rep.",Asia,1972,39.848,7407075,1265.047,YEM,887
Albania,Europe,1972,67.69,2263554,3313.422,ALB,8
Austria,Europe,1972,70.63,7544201,16661.626,AUT,40
Belgium,Europe,1972,71.44,9709100,16672.144,BEL,56
Bosnia and Herzegovina,Europe,1972,67.45,3819000,2860.17,BIH,70
Bulgaria,Europe,1972,70.9,8576200,6597.494,BGR,100
Croatia,Europe,1972,69.61,4225310,9164.09,HRV,191
Czech Republic,Europe,1972,70.29,9862158,13108.454,CZE,203
Denmark,Europe,1972,73.47,4991596,18866.207,DNK,208
Finland,Europe,1972,70.87,4639657,14358.876,FIN,246
France,Europe,1972,72.38,51732000,16107.192,FRA,250
Germany,Europe,1972,71.0,78717088,18016.18,DEU,276
Greece,Europe,1972,72.34,8888628,12724.83,GRC,300
Hungary,Europe,1972,69.76,10394091,10168.656,HUN,348
Iceland,Europe,1972,74.46,209275,15798.064,ISL,352
Ireland,Europe,1972,71.28,3024400,9530.773,IRL,372
Italy,Europe,1972,72.19,54365564,12269.274,ITA,380
Montenegro,Europe,1972,70.636,527678,7778.414,MNE,499
Netherlands,Europe,1972,73.75,13329874,18794.746,NLD,528
Norway,Europe,1972,74.34,3933004,18965.056,NOR,578
Poland,Europe,1972,70.85,33039545,8006.507,POL,616
Portugal,Europe,1972,69.26,8970450,9022.247,PRT,620
Romania,Europe,1972,69.21,20662648,8011.414,ROU,642
Serbia,Europe,1972,68.7,8313288,10522.067,SRB,688
Slovak Republic,Europe,1972,70.35,4593433,9674.168,SVK,703
Slovenia,Europe,1972,69.82,1694510,12383.486,SVN,705
Spain,Europe,1972,73.06,34513161,10638.751,ESP,724
Sweden,Europe,1972,74.72,8122293,17832.025,SWE,752
Switzerland,Europe,1972,73.78,6401400,27195.113,CHE,756
Turkey,Europe,1972,57.005,37492953,3450.696,TUR,792
United Kingdom,Europe,1972,72.01,56079000,15895.116,GBR,826
Australia,Oceania,1972,71.93,13177000,16788.629,AUS,36
New Zealand,Oceania,1972,71.89,2929100,16046.037,NZL,554
Algeria,Africa,1977,58.014,17152804,4910.417,DZA,12
Angola,Africa,1977,39.483,6162675,3008.647,AGO,24
Benin,Africa,1977,49.19,3168267,1029.161,BEN,204
Botswana,Africa,1977,59.319,781472,3214.858,BWA,72
Burkina Faso,Africa,1977,46.137,5889574,743.387,BFA,854
Burundi,Africa,1977,45.91,3834415,556.103,BDI,108
Cameroon,Africa,1977,49.355,7959865,1783.433,CMR,120
Central African Republic,Africa,1977,46.775,2167533,1109.374,CAF,140
Chad,Africa,1977,47.383,4388260,1133.985,TCD,148
Comoros,Africa,1977,50.939,304739,1172.603,COM,174
"Congo, Dem. Rep.",Africa,1977,47.804,26480870,795.757,COD,180
"Congo, Rep.",Africa,1977,55.625,1536769,3259.179,COG,178
Cote d'Ivoire,Africa,1977,52.374,7459574,2517.737,CIV,384
Djibouti,Africa,1977,46.519,228694,3081.761,DJI,262
Egypt,Africa,1977,53.319,38783863,2785.494,EGY,818
Equatorial Guinea,Africa,1977,42.024,192675,958.567,GNQ,226
Eritrea,Africa,1977,44.535,2512642,505.754,ERI,232
Ethiopia,Africa,1977,44.51,34617799,556.808,ETH,231
Gabon,Africa,1977,52.79,706367,21745.573,GAB,266
Gambia,Africa,1977,41.842,608274,884.755,GMB,270
Ghana,Africa,1977,51.756,10538093,993.224,GHA,288
Guinea,Africa,1977,40.762,4227026,874.686,GIN,324
Guinea-Bissau,Africa,1977,37.465,745228,764.726,GNB,624
Kenya,Africa,1977,56.155,14500404,1267.613,KEN,404
Lesotho,Africa,1977,52.208,1251524,745.37,LSO,426
Liberia,Africa,1977,43.764,1703617,640.322,LBR,430
Libya,Africa,1977,57.442,2721783,21951.212,LBY,434
Madagascar,Africa,1977,46.881,8007166,1544.229,MDG,450
Malawi,Africa,1977,43.767,5637246,663.224,MWI,454
Mali,Africa,1977,41.714,6491649,686.395,MLI,466
Mauritania,Africa,1977,50.852,1456688,1497.492,MRT,478
Mauritius,Africa,1977,64.93,913025,3710.983,MUS,480
Morocco,Africa,1977,55.73,18396941,2370.62,MAR,504
Mozambique,Africa,1977,42.495,11127868,502.32,MOZ,508
Namibia,Africa,1977,56.437,977026,3876.486,NAM,516
Niger,Africa,1977,41.291,5682086,808.897,NER,562
Nigeria,Africa,1977,44.514,62209173,1981.952,NGA,566
Reunion,Africa,1977,67.064,492095,4319.804,REU,638
Rwanda,Africa,1977,45.0,4657072,670.081,RWA,646
Sao Tome and Principe,Africa,1977,58.55,86796,1737.562,STP,678
Senegal,Africa,1977,48.879,5260855,1561.769,SEN,686
Sierra Leone,Africa,1977,36.788,3140897,1348.285,SLE,694
Somalia,Africa,1977,41.974,4353666,1450.993,SOM,706
South Africa,Africa,1977,55.527,27129932,8028.651,ZAF,710
Sudan,Africa,1977,47.8,17104986,2202.988,SDN,736
Swaziland,Africa,1977,52.537,551425,3781.411,SWZ,748
Tanzania,Africa,1977,49.919,17129565,962.492,TZA,834
Togo,Africa,1977,52.887,2308582,1532.777,TGO,768
Tunisia,Africa,1977,59.837,6005061,3120.877,TUN,788
Uganda,Africa,1977,50.35,11457758,843.733,UGA,800
Zambia,Africa,1977,51.386,5216550,1588.688,ZMB,894
Zimbabwe,Africa,1977,57.674,6642107,685.588,ZWE,716
Argentina,Americas,1977,68.481,26983828,10079.027,ARG,32
Bolivia,Americas,1977,50.023,5079716,3548.098,BOL,68
Brazil,Americas,1977,61.489,114313951,6660.119,BRA,76
Canada,Americas,1977,74.21,23796400,22090.883,CAN,124
Chile,Americas,1977,67.052,10599793,4756.764,CHL,152
Colombia,Americas,1977,63.837,25094412,3815.808,COL,170
Costa Rica,Americas,1977,70.75,2108457,5926.877,CRI,188
Cuba,Americas,1977,72.649,9537988,6380.495,CUB,192
Dominican Republic,Americas,1977,61.788,5302800,2681.989,DOM,214
Ecuador,Americas,1977,61.31,7278866,6679.623,ECU,218
El Salvador,Americas,1977,56.696,4282586,5138.922,SLV,222
Guatemala,Americas,1977,56.029,5703430,4879.993,GTM,320
Haiti,Americas,1977,49.923,4908554,1874.299,HTI,332
Honduras,Americas,1977,57.402,3055235,3203.208,HND,340
Jamaica,Americas,1977,70.11,2156814,6650.196,JAM,388
Mexico,Americas,1977,65.032,63759976,7674.929,MEX,484
Nicaragua,Americas,1977,57.47,2554598,5486.371,NIC,558
Panama,Americas,1977,68.681,1839782,5351.912,PAN,591
Paraguay,Americas,1977,66.353,2984494,3248.373,PRY,600
Peru,Americas,1977,58.447,15990099,6281.291,PER,604
Puerto Rico,Americas,1977,73.44,3080828,9770.525,PRI,630
Trinidad and Tobago,Americas,1977,68.3,1039009,7899.554,TTO,780
United States,Americas,1977,73.38,220239000,24072.632,USA,840
Uruguay,Americas,1977,69.481,2873520,6504.34,URY,858
Venezuela,Americas,1977,67.456,13503563,13143.951,VEN,862
Afghanistan,Asia,1977,38.438,14880372,786.113,AFG,4
Bahrain,Asia,1977,65.593,297410,19340.102,BHR,48
Bangladesh,Asia,1977,46.923,80428306,659.877,BGD,50
Cambodia,Asia,1977,31.22,6978607,524.972,KHM,116
China,Asia,1977,63.967,943455000,741.237,CHN,156
"Hong Kong, China",Asia,1977,73.6,4583700,11186.141,HKG,344
India,Asia,1977,54.208,634000000,813.337,IND,356
Indonesia,Asia,1977,52.702,136725000,1382.702,IDN,360
Iran,Asia,1977,57.702,35480679,11888.595,IRN,364
Iraq,Asia,1977,60.413,11882916,14688.235,IRQ,368
Israel,Asia,1977,73.06,3495918,13306.619,ISR,376
Japan,Asia,1977,75.38,113872473,16610.377,JPN,392
Jordan,Asia,1977,61.134,1937652,2852.352,JOR,400
"Korea, Dem. Rep.",Asia,1977,67.159,16325320,4106.301,KOR,410
"Korea, Rep.",Asia,1977,64.766,36436000,4657.221,KOR,410
Kuwait,Asia,1977,69.343,1140357,59265.477,KWT,414
Lebanon,Asia,1977,66.099,3115787,8659.697,LBN,422
Malaysia,Asia,1977,65.256,12845381,3827.922,MYS,458
Mongolia,Asia,1977,55.491,1528000,1647.512,MNG,496
Myanmar,Asia,1977,56.059,31528087,371.0,MMR,104
Nepal,Asia,1977,46.748,13933198,694.112,NPL,524
Oman,Asia,1977,57.367,1004533,11848.344,OMN,512
Pakistan,Asia,1977,54.043,78152686,1175.921,PAK,586
Philippines,Asia,1977,60.06,46850962,2373.204,PHL,608
Saudi Arabia,Asia,1977,58.69,8128505,34167.763,SAU,682
Singapore,Asia,1977,70.795,2325300,11210.089,SGP,702
Sri Lanka,Asia,1977,65.949,14116836,1348.776,LKA,144
Syria,Asia,1977,61.195,7932503,3195.485,SYR,760
Taiwan,Asia,1977,70.59,16785196,5596.52,TWN,158
Thailand,Asia,1977,62.494,44148285,1961.225,THA,764
Vietnam,Asia,1977,55.764,50533506,713.537,VNM,704
West Bank and Gaza,Asia,1977,60.765,1261091,3682.831,PSE,275
"Yemen, Rep.",Asia,1977,44.175,8403990,1829.765,YEM,887
Albania,Europe,1977,68.93,2509048,3533.004,ALB,8
Austria,Europe,1977,72.17,7568430,19749.422,AUT,40
Belgium,Europe,1977,72.8,9821800,19117.974,BEL,56
Bosnia and Herzegovina,Europe,1977,69.86,4086000,3528.481,BIH,70
Bulgaria,Europe,1977,70.81,8797022,7612.24,BGR,100
Croatia,Europe,1977,70.64,4318673,11305.385,HRV,191
Czech Republic,Europe,1977,70.71,10161915,14800.161,CZE,203
Denmark,Europe,1977,74.69,5088419,20422.901,DNK,208
Finland,Europe,1977,72.52,4738902,15605.423,FIN,246
France,Europe,1977,73.83,53165019,18292.635,FRA,250
Germany,Europe,1977,72.5,78160773,20512.921,DEU,276
Greece,Europe,1977,73.68,9308479,14195.524,GRC,300
Hungary,Europe,1977,69.95,10637171,11674.837,HUN,348
Iceland,Europe,1977,76.11,221823,19654.962,ISL,352
Ireland,Europe,1977,72.03,3271900,11150.981,IRL,372
Italy,Europe,1977,73.48,56059245,14255.985,ITA,380
Montenegro,Europe,1977,73.066,560073,9595.93,MNE,499
Netherlands,Europe,1977,75.24,13852989,21209.059,NLD,528
Norway,Europe,1977,75.37,4043205,23311.349,NOR,578
Poland,Europe,1977,70.67,34621254,9508.141,POL,616
Portugal,Europe,1977,70.41,9662600,10172.486,PRT,620
Romania,Europe,1977,69.46,21658597,9356.397,ROU,642
Serbia,Europe,1977,70.3,8686367,12980.67,SRB,688
Slovak Republic,Europe,1977,70.45,4827803,10922.664,SVK,703
Slovenia,Europe,1977,70.97,1746919,15277.03,SVN,705
Spain,Europe,1977,74.39,36439000,13236.921,ESP,724
Sweden,Europe,1977,75.44,8251648,18855.725,SWE,752
Switzerland,Europe,1977,75.39,6316424,26982.291,CHE,756
Turkey,Europe,1977,59.507,42404033,4269.122,TUR,792
United Kingdom,Europe,1977,72.76,56179000,17428.748,GBR,826
Australia,Oceania,1977,73.49,14074100,18334.198,AUS,36
New Zealand,Oceania,1977,72.22,3164900,16233.718,NZL,554
Algeria,Africa,1982,61.368,20033753,5745.16,DZA,12
Angola,Africa,1982,39.942,7016384,2756.954,AGO,24
Benin,Africa,1982,50.904,3641603,1277.898,BEN,204
Botswana,Africa,1982,61.484,970347,4551.142,BWA,72
Burkina Faso,Africa,1982,48.122,6634596,807.199,BFA,854
Burundi,Africa,1982,47.471,4580410,559.603,BDI,108
Cameroon,Africa,1982,52.961,9250831,2367.983,CMR,120
Central African Republic,Africa,1982,48.295,2476971,956.753,CAF,140
Chad,Africa,1982,49.517,4875118,797.908,TCD,148
Comoros,Africa,1982,52.933,348643,1267.1,COM,174
"Congo, Dem. Rep.",Africa,1982,47.784,30646495,673.748,COD,180
"Congo, Rep.",Africa,1982,56.695,1774735,4879.508,COG,178
Cote d'Ivoire,Africa,1982,53.983,9025951,2602.71,CIV,384
Djibouti,Africa,1982,48.812,305991,2879.468,DJI,262
Egypt,Africa,1982,56.006,45681811,3503.73,EGY,818
Equatorial Guinea,Africa,1982,43.662,285483,927.825,GNQ,226
Eritrea,Africa,1982,43.89,2637297,524.876,ERI,232
Ethiopia,Africa,1982,44.916,38111756,577.861,ETH,231
Gabon,Africa,1982,56.564,753874,15113.362,GAB,266
Gambia,Africa,1982,45.58,715523,835.81,GMB,270
Ghana,Africa,1982,53.744,11400338,876.033,GHA,288
Guinea,Africa,1982,42.891,4710497,857.25,GIN,324
Guinea-Bissau,Africa,1982,39.327,825987,838.124,GNB,624
Kenya,Africa,1982,58.766,17661452,1348.226,KEN,404
Lesotho,Africa,1982,55.078,1411807,797.263,LSO,426
Liberia,Africa,1982,44.852,1956875,572.2,LBR,430
Libya,Africa,1982,62.155,3344074,17364.275,LBY,434
Madagascar,Africa,1982,48.969,9171477,1302.879,MDG,450
Malawi,Africa,1982,45.642,6502825,632.804,MWI,454
Mali,Africa,1982,43.916,6998256,618.014,MLI,466
Mauritania,Africa,1982,53.599,1622136,1481.15,MRT,478
Mauritius,Africa,1982,66.711,992040,3688.038,MUS,480
Morocco,Africa,1982,59.65,20198730,2702.62,MAR,504
Mozambique,Africa,1982,42.795,12587223,462.211,MOZ,508
